"title","author_id","author_name","author_friends","author_followers","author_favorites","author_statuses","author_verified","tweet_id","tweet_date","tweet_datetime","tweet_favorites","tweet_retweets","tweet_retweet","tweet_mention","tweet_text"
"rogue one",197114304,"John Lamb",479,852,654,1043,0,812447685152219137,"2016-12-23","2016-12-23 23:12:57",1,0,0,0,"rogue one the goat star wars film"
"rogue one",102094857,"Adam Feuerstein",354,59105,1664,54697,1,812447670858055680,"2016-12-23","2016-12-23 23:12:53",12,0,0,0,"my only disappointment with rogue one was at very end, missed opportunity to link even better to ep. iv with another r2d2 cameo."
"rogue one",2610025216,"SuperDude",346,417,2691,15648,0,812447651497148416,"2016-12-23","2016-12-23 23:12:49",0,0,0,0,"gonna go see rogue one by myself since people are frauds"
"rogue one",44881418,"Nadine P.",367,347,1699,19187,0,812447646547787776,"2016-12-23","2016-12-23 23:12:48",0,0,0,0,"fuck. i just watched rogue one yesterday and almost screamed when i saw princess leia. hope carrie fisher pulls through. :("
"rogue one",1430337871,"Daniel Roman",148,158,7064,1432,0,812447606320353280,"2016-12-23","2016-12-23 23:12:38",3,0,0,0,"whos tryna see rogue one with me tonight?"
"rogue one",113493948,"Vinny Dhaliwal",90,34,579,3980,0,812447585398947841,"2016-12-23","2016-12-23 23:12:33",0,0,0,0,"rogue one the force awakens. easiest decision ever."
"rogue one",712189524,"Aaron Planson",433,184,153,13059,0,812447566457667584,"2016-12-23","2016-12-23 23:12:29",1,0,0,0,"the main reason i liked rogue one was because that said the name of the film during the film 😉👌🏻👏🏻"
"rogue one",3494030115,"Shit On Wheels",115,278,28638,34853,0,812447549353328640,"2016-12-23","2016-12-23 23:12:24",1,0,0,1,"what is this like the most to least fuckable rogue one characters list"
"rogue one",2779076468,"Brandon Flaherty",52,32,293,539,0,812447533003894785,"2016-12-23","2016-12-23 23:12:21",2,0,0,0,"i was wrong about rogue one. awesome movie"
"rogue one",341238596,"Ethan~Michael",1156,913,3694,7280,0,812447495368404994,"2016-12-23","2016-12-23 23:12:12",1,0,0,0,"vader in rogue one is badass."
"rogue one",272536304,"Fox.Va",79,127,10769,47644,0,812447490033197056,"2016-12-23","2016-12-23 23:12:10",1,0,0,0,"rogue one. holy shit. holy. shit."
"rogue one",921251438,"Marco Lucas",137,138,1160,2440,0,812447488212922368,"2016-12-23","2016-12-23 23:12:10",0,0,0,0,"seeing rogue one tonight!"
"rogue one",1419857514,"'lsi Mon",460,531,13087,7256,0,812447447976771584,"2016-12-23","2016-12-23 23:12:00",0,0,0,0,"after a week, im finally getting to see rogue one."
"rogue one",145746954,"Erika aka Enkai",114,131,597,9289,0,812447436765417473,"2016-12-23","2016-12-23 23:12:58",1,0,0,0,"about to watch rogue one again.... worried about carrie fisher"
"rogue one",31640711,"L.C.",476,590,433,57452,0,812447428532170753,"2016-12-23","2016-12-23 23:12:56",4,0,0,0,"gonna go see rogue one with my mom tomorrow so she can fall asleep and ask me what happened at the end lol."
"rogue one",81411685,"Kate",187,334,4942,8836,0,812447421577957381,"2016-12-23","2016-12-23 23:12:54",0,0,0,0,"rogue one fucked me up"
"rogue one",1072241600,"Sean",317,377,9412,11365,0,812447415903158277,"2016-12-23","2016-12-23 23:12:53",1,0,0,0,"rogue one 🤘"
"rogue one",2949240293,"Joel ®obson",123,137,4491,4032,0,812447405727748096,"2016-12-23","2016-12-23 23:12:50",2,0,0,0,"i was expecting rogue one to be good but wow i wasnt expecting it to be the best of all the starwars films 😦👏🏻 a truly amazing film"
"rogue one",269586413,"Davis Ferrell",1473,401,4132,14976,0,812447401692856320,"2016-12-23","2016-12-23 23:12:49",0,0,0,0,"seeing rogue one for festivus! #festivusfortherestofus"
"rogue one",38275230,"Tanner Sheets",39,32,8,101,0,812447394889613312,"2016-12-23","2016-12-23 23:12:48",1,0,0,1,"rogue one was the shit!!!!!!"
"rogue one",1538674286,"Wendy Nikel",377,666,1281,4326,0,812447379752243200,"2016-12-23","2016-12-23 23:12:44",1,0,0,0,"went through a list of 2016 movies yesterday. my favorites:- rogue one- sing street- captain america: civil war- zootopia- deadpool"
"rogue one",2788368134,"Alicia",85,221,361,1331,0,812447371116195841,"2016-12-23","2016-12-23 23:12:42",2,0,0,0,"probably gonna fall asleep watching assassins creed just like i did watching rogue one 🤷🏼‍♀️"
"rogue one",731133823069638656,"🐝",168,270,2386,2123,0,812447368419360768,"2016-12-23","2016-12-23 23:12:41",3,1,0,0,"rogue one is fucking sick"
"rogue one",18534095,"Giacomo Lacava",118,222,256,7848,0,812447365416120320,"2016-12-23","2016-12-23 23:12:41",0,0,0,0,"as i left the rogue one theatre, i read that carrie fisher had a bad heart attack 😞😣🙁may the force be with her."
"rogue one",47034934,"Kate Elliott",1353,12016,2034,137541,0,812447359820972032,"2016-12-23","2016-12-23 23:12:39",0,0,0,1,"i was so glad to see the ragtag band of misfits in rogue one. (tho as mentioned i have other issues)"
"rogue one",713073804080189440,"Ryan Brown",43,34,40,37,0,812447353957453824,"2016-12-23","2016-12-23 23:12:38",1,0,0,0,"seeing rogue one tonight, imax seats were definitely worth it."
"rogue one",783834754722521088,"Doppel Vizsla",233,36,925,2490,0,812447343979200512,"2016-12-23","2016-12-23 23:12:36",0,0,0,1,"for rogue one, i wondered if soldier of orange was an influence."
"rogue one",428814206,"Jim Shelvy",1583,405,135,244,0,812447340602736641,"2016-12-23","2016-12-23 23:12:35",0,0,0,1,"officially taking an adventure without but with the boys! going to see rogue one. #starwarsrogueone"
"rogue one",360294972,"abigail",173,501,18258,17772,0,812447338098786304,"2016-12-23","2016-12-23 23:12:34",7,1,0,0,"rogue one was amazing 10/10 highly recommend"
"rogue one",442222381,"girlmonsteralice",32,33,793,474,0,812447304292544512,"2016-12-23","2016-12-23 23:12:26",0,0,0,0,"i love mads after seeing rogue one i agree"
"rogue one",23217907,"Emma Kennedy",1757,100868,1099,151345,1,812447283124064258,"2016-12-23","2016-12-23 23:12:21",79,6,0,0,"fuck, i hope beyond all hope that carrie is channelling the blind dude from rogue one right now."
"rogue one",253256821,"Charlie",306,74,93,1559,0,812447238454710272,"2016-12-23","2016-12-23 23:12:10",2,0,0,0,"just been to see rogue one and come back to the shocking news about carrie fisher. my thoughts and prayers go out to her and her family."
"rogue one",84460815,"Jenni Million",606,431,433,3799,0,812447223430742018,"2016-12-23","2016-12-23 23:12:07",0,0,0,0,"to the person who brought a baby to the rogue one movie: thanks soooo much. youre super special! (said through gritted teeth.)"
"rogue one",789919467450961920,"Rb.X",167,149,987,284,0,812447200659664896,"2016-12-23","2016-12-23 23:12:01",0,0,0,0,"darth vaders castle in rogue one is on mustafar... thats sick af."
"rogue one",497406008,"Vincent A. Montes",503,629,1652,3914,0,812447194297077760,"2016-12-23","2016-12-23 23:12:00",1,0,0,0,"star wars rogue one was incredible. the darth vader scene was the best scene of all the films, to date 🙌🏼"
"rogue one",16656014,"Josh West",767,1101,12318,19539,0,812447183505158145,"2016-12-23","2016-12-23 23:12:57",0,0,0,1,"this doesnt make any sense. no i see why you like rogue one."
"rogue one",240462829,"Draven #NoDAPL",397,460,36297,120874,0,812447161128349696,"2016-12-23","2016-12-23 23:12:52",1,0,0,0,"i saw rogue one"
"rogue one",43116628,"Larry Hughes",435,529,90,2652,0,812447155684253696,"2016-12-23","2016-12-23 23:12:51",0,0,0,0,"weird coincidence: just came out of rogue one to learn carrie fisher had a heart attack. #fb"
"rogue one",433040314,"nick",346,423,10402,16891,0,812447133651582976,"2016-12-23","2016-12-23 23:12:45",0,0,0,0,"still hype over rogue one starting with forest whitaker lmaooo"
"rogue one",155353488,"chess",266,472,14,2836,0,812447125959229440,"2016-12-23","2016-12-23 23:12:44",1,0,0,0,"rogue one starboy"
"rogue one",1135398836,"Delvin cox",6795,6322,13817,19522,0,812447103444193280,"2016-12-23","2016-12-23 23:12:38",0,0,0,1,"rogue one! thats all that needs to be said."
"rogue one",258047648,"Emma ⛄️",261,357,9473,8652,0,812447088789188608,"2016-12-23","2016-12-23 23:12:35",1,0,0,0,"i still havent seen rogue one 🙄🙄"
"rogue one",721800260352372736,"kory",122,44,1360,1874,0,812447052760305664,"2016-12-23","2016-12-23 23:12:26",1,0,0,1,"it was bad enough losing r2. she probably couldnt handle the depressing end to rogue one"
"rogue one",705795762,"🦊",307,12294,63898,194531,0,812447047043481600,"2016-12-23","2016-12-23 23:12:25",0,0,0,0,"rogue one made me cry"
"rogue one",783834754722521088,"Doppel Vizsla",233,36,925,2490,0,812447023739895808,"2016-12-23","2016-12-23 23:12:19",0,0,0,0,"i saw rogue one. 10/10, up there with empire for title of best film in the franchise."
"rogue one",1474474706,"Matt H.",197,70,424,8,0,812447016869576704,"2016-12-23","2016-12-23 23:12:18",0,0,0,0,"just seen rogue one. when i grow up, i want to be an x-wing pilot. #pewpewpew."
"rogue one",6842282,"amsa",325,204,644,3213,0,812447011928678402,"2016-12-23","2016-12-23 23:12:16",0,0,0,0,"this ad for google before rogue one has got me feeling all the feels."
"rogue one",704300327,"Caitlyn",309,331,23846,27178,0,812447004710281216,"2016-12-23","2016-12-23 23:12:15",5,0,0,0,"((rogue one spoiler))okay but did everyone really have to die"
"rogue one",19437746,"Lee McMullen",1874,1301,5119,6994,0,812446995520614400,"2016-12-23","2016-12-23 23:12:12",0,0,0,0,"watch rogue one then come out to this news, carrie fisher please pull through, fuck you 2016 you have taken enough"
"rogue one",21092274,"Jacob Van Order",224,377,3255,9760,0,812446972074459136,"2016-12-23","2016-12-23 23:12:07",17,6,0,0,"favorite part of rogue one? when someone refers to “the prequels” in front of my children they will think it is that movie."
"rogue one",192663506,"genevieve",588,178,26730,8180,0,812446969369083904,"2016-12-23","2016-12-23 23:12:06",0,0,0,0,"can i just say im really glad that other people besides me noticed how goddamn wrinkly krennics cape was in rogue one"
"rogue one",34477233,"Ike Lewis",218,126,452,1979,0,812446968693817344,"2016-12-23","2016-12-23 23:12:06",0,0,0,0,"leias only line in rogue one: hope. shes always been a rebel. shes probably telling death to fuck off right now #hope4carrie"
"rogue one",60156643,"Kamen Entchev",1419,1733,5352,45585,0,812446949722951680,"2016-12-23","2016-12-23 23:12:02",0,0,0,0,"finally saw rogue one! it was really good!"
"rogue one",382361543,"Justin Jones",369,335,7055,13755,0,812446947630059520,"2016-12-23","2016-12-23 23:12:01",3,0,0,0,"my main takeaway from rogue one was that bernie bros are still the worst"
"rogue one",1437136866,"Sarah 🍋",190,673,16611,44479,0,812446946942132225,"2016-12-23","2016-12-23 23:12:01",1,0,0,0,"someone please talk to me about rogue one i have so much to say but i dont want to spoil it for others :(("
"rogue one",238078779,"˗ˏˋ K-2SO ˊ˗",1830,2459,52163,37738,0,812446918244712449,"2016-12-23","2016-12-23 23:12:54",0,0,0,0,"ill be watching rogue one again todaysdfghj"
"rogue one",1493461008,"Merry CHRIStmas!",173,180,1642,2893,0,812446916185354240,"2016-12-23","2016-12-23 23:12:54",4,1,0,1,"if youve seen rogue one, the very last line seems very relevant right now. were pulling for you"
"rogue one",60792284,"Danny Perski",163,672,2937,39666,0,812446908622901248,"2016-12-23","2016-12-23 23:12:52",1,0,0,1,"it’s a shame that rogue one was really just a spinoff."
"rogue one",453122028,"BaylorBear4Life",328,235,2914,4218,0,812446893792002052,"2016-12-23","2016-12-23 23:12:48",2,0,0,1,"just saw rogue one with the fam in imax 3d. wow! filled in all the gaps between episode iii iv vader scene at end was awesome!"
"rogue one",16628818,"Philip Morton",390,596,12055,5684,0,812446852679344129,"2016-12-23","2016-12-23 23:12:38",2,0,0,0,"rogue ones special effects. wow. 😮"
"rogue one",892397144,"etin (無用) 🌐",462,121,3026,3470,0,812446838427107328,"2016-12-23","2016-12-23 23:12:35",1,0,0,0,"people are mad at me for not liking rogue one as much, lemme explain:the cinematography and effects were beautifulthe story- not so much"
"rogue one",14503311,"Colin Deeb",111,287,59,3223,0,812446820253081600,"2016-12-23","2016-12-23 23:12:31",1,0,0,0,"in the theater for rogue one. a guy my age is recounting star wars ep 4 to his parents who saw it in theaters. they keep saying hes wrong."
"rogue one",3432900393,"Cristian P",59,50,1173,362,0,812446810904129536,"2016-12-23","2016-12-23 23:12:28",1,0,0,0,"holy fucking hell. rogue one"
"rogue one",762915962,"t-rent",1761,718,2297,15835,0,812446793225080832,"2016-12-23","2016-12-23 23:12:24",3,0,0,0,"rogue one is everything the prequels should of been"
"rogue one",25628352,"Jehan Ranasinghe",438,442,998,38563,0,812446777991426050,"2016-12-23","2016-12-23 23:12:21",0,0,0,0,"his rogue one score isnt a classic, but it shows an implicit understanding of the building blocks of the star wars musical identity."
"rogue one",4048421,"Roman Loyola",107,1603,217,5554,1,812446773037834240,"2016-12-23","2016-12-23 23:12:19",0,0,0,0,"damn, i went with my boys to see rogue one today. #princessleia"
"rogue one",170686609,"Ben Renedict",131,54,1273,6558,0,812446731250106368,"2016-12-23","2016-12-23 23:12:09",1,0,0,1,"you were my favorite from rogue one"
"rogue one",2916927935,"Andrew",198,187,1740,1710,0,812446667299520514,"2016-12-23","2016-12-23 23:12:54",4,1,0,0,"ending scene of rogue one is a work of art"
"rogue one",704300327,"Caitlyn",309,331,23846,27178,0,812446651772268544,"2016-12-23","2016-12-23 23:12:50",4,0,0,0,"rogue one was the biggest wtf"
"rogue one",399779583,"Lucas Johnson",651,961,2961,8220,0,812446634319745024,"2016-12-23","2016-12-23 23:12:46",1,0,0,0,"about to see rogue one and im giddy to say the least"
"rogue one",808760341073104898,"Josh Snyder",52,20,77,16,0,812446607841120260,"2016-12-23","2016-12-23 23:12:40",0,0,0,0,"rogue one bouta be dope"
"rogue one",21256737,"superCalo",594,6969,1122,240,0,812446578921197568,"2016-12-23","2016-12-23 23:12:33",16,2,0,0,"she looked so young healthy in that there rogue one movie, now she has heart attack."
"rogue one",22059718,"bractune",981,613,28,12327,0,812446568498401280,"2016-12-23","2016-12-23 23:12:31",0,0,0,0,"here is my review of rogue one:eh"
"rogue one",1228776884,"christmas executive",120,123,8801,5184,0,812446566833328128,"2016-12-23","2016-12-23 23:12:30",1,0,0,1,"yeah i saw rogue one too"
"rogue one",2539460615,"Grizzly Adams",182,169,7108,4292,0,812446529747357697,"2016-12-23","2016-12-23 23:12:21",0,0,0,0,"anyone wanna go see rogue one?"
"rogue one",299952275,"☠️",213,85,412,1530,0,812446517982326784,"2016-12-23","2016-12-23 23:12:19",0,0,0,0,"i finally saw rogue one and then i got the news about carrie fisher..."
"rogue one",25628352,"Jehan Ranasinghe",438,442,998,38563,0,812446492887805952,"2016-12-23","2016-12-23 23:12:13",0,0,0,0,"further thought: rogue one confirms my long-held suspicion that michael giacchino is the right guy to take over scoring when williams cant."
"rogue one",16676891,"Isaiah Campbell",448,476,2040,7755,0,812446488936726528,"2016-12-23","2016-12-23 23:12:12",1,0,0,0,"rogue one was amazing!!!!"
"rogue one",143555502,"❄ merry megmas ❄",428,586,54542,59844,0,812446454467952641,"2016-12-23","2016-12-23 23:12:03",1,0,0,0,"also im seeing rogue one im so excited"
"rogue one",14261555,"lucy",317,77,610,12967,0,812446447819956224,"2016-12-23","2016-12-23 23:12:02",0,0,0,0,"coming home to find out about carrie fisher after seeing rogue one...😩 nooooo please 🙏"
"rogue one",141453213,"Julianne Yie",349,445,4445,11995,0,812446418786889728,"2016-12-23","2016-12-23 23:12:55",2,0,0,0,"wtf my cousin was one of the stereo compositor for rogue one. how to be u :(((("
"rogue one",795679766,"livv",1363,1124,1553,3237,0,812446391012327425,"2016-12-23","2016-12-23 23:12:48",4,1,0,1,"lovely date night watching rogue one and dinner made by jack🙈👌🏼"
"rogue one",730915912719667200,"[noctis voice]",48,73,580,18855,0,812446384297283584,"2016-12-23","2016-12-23 23:12:47",4,0,0,0,"star wars rogue one in half an hour !!!"
"rogue one",363436521,"Merry Gabemas!",948,697,17895,29746,0,812446318392184832,"2016-12-23","2016-12-23 23:12:31",9,0,0,0,"bout to go see rogue one!"
"rogue one",99060245,"Brennon",130,92,3900,1695,0,812446305339539456,"2016-12-23","2016-12-23 23:12:28",2,0,0,0,"dont know what yall were watching but rogue one wasnt that good"
"rogue one",1234950061,"Cole",490,348,5519,3541,0,812446283118080000,"2016-12-23","2016-12-23 23:12:23",4,0,0,0,"rogue one was amazing"
"rogue one",1205936569,"Ben Chaney",307,267,2005,57480,0,812446271562715136,"2016-12-23","2016-12-23 23:12:20",0,0,0,0,"god forbid but if carrie fisher passes, her hope scene in rogue one would be eerie."
"rogue one",3485697612,"GEEK MOTIVATION",396,2843,1913,1868,0,812446266215071744,"2016-12-23","2016-12-23 23:12:19",3,2,0,0,"#2016moviemadness championship:captain america: civil war v rogue one: a star wars story!"
"rogue one",35533114,"Ernie Lipshitz",2684,2310,22,11266,0,812446191887728641,"2016-12-23","2016-12-23 23:12:01",0,0,0,0,"took my son to see rogue one. maybe im getting older or something, but i was bored out of my mind."
"rogue one",19738104,"Taylor Marshall",93,16935,1813,9644,0,812446174074601472,"2016-12-23","2016-12-23 23:12:57",6,1,0,0,"so what did you think of the cgi version of princess leia in rogue one?"
"rogue one",372576948,"Tribune of the Plebs",3319,3762,184582,353900,0,812446164465418240,"2016-12-23","2016-12-23 23:12:54",6,1,0,0,"rogue one makes every other star wars way better. it does a great job explaining stuff"
"rogue one",37226545,"... just a Doombot",151,47,1487,1043,0,812446151354019840,"2016-12-23","2016-12-23 23:12:51",0,0,0,0,"wow. i just saw rogue one and come home to carrie fisher news. surreal."
"rogue one",716582911370092544,"Colin",730,181,4867,2653,0,812446142495457281,"2016-12-23","2016-12-23 23:12:49",0,0,0,1,"is rogue one worth seeing? hopefully carrie fisher will be ok."
"rogue one",2408760458,"n.",47,560,6028,3547,0,812446127240990720,"2016-12-23","2016-12-23 23:12:45",0,0,0,0,"just seen rogue one. good film... but seriously with that plot hole? hmmm."
"rogue one",3248495291,"Danielle Comer",269,132,1264,4091,0,812446095796305925,"2016-12-23","2016-12-23 23:12:38",1,0,0,0,"#lt some highlights: saw rogue one, went to kathy hows birthday party, and got to open one of my christmas presents early."
"rogue one",8634192,"Michael Schuerlein",2386,2808,4375,31927,0,812446089618014208,"2016-12-23","2016-12-23 23:12:36",2,0,0,0,"keep me updated tweeps, seeing rogue one with the boy child. #isles"
"rogue one",4038793932,"Mariana Monge",130,102,1264,1259,0,812446084068884481,"2016-12-23","2016-12-23 23:12:35",1,0,0,0,"rogue one was so good😭😭😭😭😭😭😭😭😭😭😭😭😭😭"
"rogue one",384447999,"Jack Frost ❄️⛄️",256,284,5564,33563,0,812446076577914881,"2016-12-23","2016-12-23 23:12:33",0,0,0,0,"so many articles criticising the inclusion of certain characters in rogue one, recreated by cgi, but let me tell you - theyre all wrong."
"rogue one",98030550,"ChrisWalton",442,891,11476,7022,0,812446062094917633,"2016-12-23","2016-12-23 23:12:30",10,0,0,0,"i will say that rogue one was the greatest star wars rpg session ever made into a movie."
"rogue one",3137358693,"gabriela capone🌻",337,178,2796,5275,0,812446055052754944,"2016-12-23","2016-12-23 23:12:28",1,0,0,0,"just watched rogue one and then find carrie fisher has had a heart attack. thanks 2016"
"rogue one",4172024722,"Tante Jos",140,42,233,644,0,812445983602855936,"2016-12-23","2016-12-23 23:12:11",0,0,0,0,"ok ben klaar want no rogue one likes my jokes"
"rogue one",742517844076691456,"Cari ੧(❛▿❛✿)੭",146,92,4284,2650,0,812445960437534720,"2016-12-23","2016-12-23 23:12:06",1,0,0,0,"i finally got to see rogue oneomg omg omg so good"
"rogue one",17576510,"James o mac",413,388,1547,18591,0,812445918914088960,"2016-12-23","2016-12-23 23:12:56",0,0,0,0,"i have a hard time believing anyone thought rogue one was anything more than alright. as a film, i thought it was a mess."
"rogue one",703331255673233408,"Alan Uriel Saucedo",78,46,1116,207,0,812445903571161088,"2016-12-23","2016-12-23 23:12:52",0,0,0,1,"rogue one"
"rogue one",424039617,"Rick Kitagawa",128,146,500,1383,0,812445898126962688,"2016-12-23","2016-12-23 23:12:51",0,0,0,0,"maybe its just the hype, but i feel like rogue one was underwhelming."
"rogue one",1411088060,"Elijah",629,369,7455,9500,0,812445875524005892,"2016-12-23","2016-12-23 23:12:45",3,0,0,0,"in case anyone was unaware, rogue one was an extremely good movie, and probably better than the force awakens"
"rogue one",143555502,"❄ merry megmas ❄",428,586,54542,59844,0,812445847917129728,"2016-12-23","2016-12-23 23:12:39",0,0,0,0,"this preview for rogue one had part of lins love is love speech at the end and i almost cried smh i am an angst machine tbh"
"rogue one",4172024722,"Tante Jos",140,42,233,644,0,812445819722993666,"2016-12-23","2016-12-23 23:12:32",0,0,0,0,"rogue one: part two volume 1: a new hope: the chronicles of princess vader"
"rogue one",148808406,"-ˏˋ bea ˎˊ˗",6590,16585,5309,178531,0,812445815025336320,"2016-12-23","2016-12-23 23:12:31",0,0,0,0,"just saw rogue one and honestly? the rebels didnt deserve that im sad"
"rogue one",935170554,"Dani",823,1730,5438,15245,0,812445796281053185,"2016-12-23","2016-12-23 23:12:27",1,0,0,0,"someone please yalk to me about rogue one because i am thoroughly not impressed"
"rogue one",493626671,"Chris Smith",167,76,41,2487,0,812445796113195008,"2016-12-23","2016-12-23 23:12:26",0,0,0,0,"i mean i just saw rogue one and everything!"
"rogue one",756238683016142849,"Sheepmode34",50,7,80,25,0,812445794200494080,"2016-12-23","2016-12-23 23:12:26",0,0,0,0,"my new rogue one showcase schedulepart 1: jyn, cassian and k2-sopart 2: baze, chirrut and bodhipart 3: krennic and vaderno saw or pao"
"rogue one",128633572,"Ushanka Jackson",569,565,163,75442,0,812445763741634560,"2016-12-23","2016-12-23 23:12:19",0,1,0,0,"rogue one was low key boring til the last 3 minutes."
"rogue one",2845936559,"Chris",50,169,798,1091,0,812445758725193728,"2016-12-23","2016-12-23 23:12:18",1,0,0,0,"just saw rogue one. it was awesome!!! a bit of a slow start but a great ending"
"rogue one",111128789,"Fraser",439,603,13763,55970,0,812445756166651909,"2016-12-23","2016-12-23 23:12:17",5,2,0,0,"still think about rogue one. going to be one of the classics."
"rogue one",19363050,"Drew Hamley",222,371,3095,13444,0,812445750013595649,"2016-12-23","2016-12-23 23:12:15",0,0,0,0,"rogue one really is a great star wars movie! nicely done! i sincerely hope carrie fisher is ok too and recovers well!"
"rogue one",19955411,"Wreathan Booker",258,6600,496,53064,0,812445746880540672,"2016-12-23","2016-12-23 23:12:15",13,1,0,0,"holy guacamole was rogue one good."
"rogue one",427395463,"Billy Taylor",539,554,1987,2217,0,812445689418579968,"2016-12-23","2016-12-23 23:12:01",0,0,0,1,"heroes/villains were vastly superior in rogue one. tfa had tim from before time and snapes useless double"
"rogue one",2772964276,"ᴅᴇʀᴇᴋ ʀᴇᴇᴅ",220,264,3616,1110,0,812445668572798976,"2016-12-23","2016-12-23 23:12:56",17,1,0,1,"hanging out with and now seeing rogue one. today is a great day!"
"rogue one",34888937,"Lawrence Murphy",225,241,213,9164,0,812445667562029056,"2016-12-23","2016-12-23 23:12:56",1,0,0,1,"you were right! rogue one in imax was so damn good!"
"rogue one",179721795,"Asher",786,274,12186,13259,0,812445666190430216,"2016-12-23","2016-12-23 23:12:55",1,0,0,0,"rogue one take 2 is just as good as the first one."
"rogue one",787169,"Alissa Wilkinson",835,8130,11856,57423,0,812445665624211456,"2016-12-23","2016-12-23 23:12:55",17,0,0,0,"got out of rogue one and read about carrie fisher. eeesh"
"rogue one",475469114,"Habanero Enema",118,44,197,1034,0,812445660502859776,"2016-12-23","2016-12-23 23:12:54",5,1,0,0,"if carrie fisher dies, i will demand a moment of silence be inserted into rogue one showings."
"rogue one",1424306588,"m",196,536,4793,26449,0,812445658435067904,"2016-12-23","2016-12-23 23:12:54",1,0,0,0,"rogue one was good. time to see assassins creed"
"rogue one",167505840,"Josiah Martinez",277,19,5693,1004,0,812445650797346816,"2016-12-23","2016-12-23 23:12:52",0,0,0,1,"have you seen doctor strange or rogue one yet?"
"rogue one",500396118,"Hunter Kirstner",424,339,4088,15721,0,812445643943923712,"2016-12-23","2016-12-23 23:12:50",1,0,0,0,"saw rogue one again. way better the second time"
"rogue one",166778132,"DB",494,717,13960,154864,0,812445640789819393,"2016-12-23","2016-12-23 23:12:49",2,0,0,1,"how can you say my opinion is a lie? this is rude!!! rogue one gave me masturbation paradise"
"rogue one",27261637,"TheLifeofT-ablo",762,744,21879,50401,0,812445633210499072,"2016-12-23","2016-12-23 23:12:48",5,0,0,0,"i was so happy to see princess leia at the end of rogue one..im not about to play with 2016 today"
"rogue one",2758847306,"Grims Child",3258,508,61836,15484,0,812445575228620801,"2016-12-23","2016-12-23 23:12:34",0,0,0,0,"still mad about rogue one"
"rogue one",3022943186,"Ruby",71,45,819,1223,0,812445545151152128,"2016-12-23","2016-12-23 23:12:27",0,0,0,1,"walked out of the theater after watching rogue one and immediately heard what happened to"
"rogue one",158275459,"chase.",1016,951,15700,41478,0,812445523999395840,"2016-12-23","2016-12-23 23:12:22",1,0,0,0,"finally decided that i like episode 7 better than rogue one. it was honestly an obvious choice but i struggled."
"rogue one",2735380033,"Keshara Bjorkman🎄🕎",893,500,6430,2555,0,812445511491997699,"2016-12-23","2016-12-23 23:12:19",1,0,0,0,"welp. i saw rogue one. thats all ive got. what did you guys think?"
"rogue one",800885463670198272,"Hunter",55,15,44,11,0,812445494081454084,"2016-12-23","2016-12-23 23:12:14",2,1,0,0,"going see rogue one. so excited!!😄😄"
"rogue one",1050838993,"Joe Oliver",2323,304,4691,4751,0,812445489346084864,"2016-12-23","2016-12-23 23:12:13",0,0,0,1,"i saw rogue one, shell be in the new movies. #tytlive"
"rogue one",375382806,"Lynne Toomey",702,171,8038,4521,0,812445476951879682,"2016-12-23","2016-12-23 23:12:10",4,0,0,0,"at the movies seeing rogue one 🎥🎥🎥🎥"
"rogue one",520895571,"Maritza Olivares",74,95,356,8801,0,812445456601149440,"2016-12-23","2016-12-23 23:12:06",1,0,0,0,"rogue one was amazing"
"rogue one",170547167,"@red3blog",220,6370,8917,58462,0,812445440377556992,"2016-12-23","2016-12-23 23:12:02",3,0,0,0,"okay, wow was rogue one ever good. like, omfg was it good."
"rogue one",24891587,"Neil Smith",521,499,2943,8300,0,812445438578163712,"2016-12-23","2016-12-23 23:12:01",0,0,0,1,"rogue one is fun. will catch arrival when it streams."
"rogue one",232406114,"carol îmwe",3141,1827,1221,23972,0,812445435776434176,"2016-12-23","2016-12-23 23:12:01",13,3,0,0,"the rogue one press tour is over! no more jabba, no more ben crushing on mads, donnie asking for a lightsaber, riz and felicity im crying"
"rogue one",892695230,"alex",154,238,6684,4693,0,812445430604828672,"2016-12-23","2016-12-23 23:12:59",8,0,0,0,"how lonely am i you ask? for starters right after i saw rogue one i sat in the dark on my kitchen floor calculating diego lunas birth chart"
"rogue one",2203644187,"Michael Row",413,254,1693,1870,0,812445421167636480,"2016-12-23","2016-12-23 23:12:57",0,0,0,0,"rogue one 👏🏻👏🏻👏🏻"
"rogue one",16522805,"Nathan Ballentine",333,4689,5001,14487,0,812445389345456128,"2016-12-23","2016-12-23 23:12:49",3,0,0,0,"took jc and emma to see rogue one 👍👍"
"rogue one",311821324,"sick nantana",663,1018,28479,26672,0,812445363382587392,"2016-12-23","2016-12-23 23:12:43",1,0,0,0,"im still shook from rogue one"
"rogue one",221840532,"ella",315,650,3630,29357,0,812445358655766528,"2016-12-23","2016-12-23 23:12:42",0,1,0,0,"just saw rogue one for the first time tonight and didnt stop crying, now carrie fisher,feeling personally victimised by star wars today smh"
"rogue one",529681493,"Bodhi O'Neil",207,203,1727,6858,0,812445328263835649,"2016-12-23","2016-12-23 23:12:35",1,0,0,0,"rogue one!!!! so fucking excited!!!"
"rogue one",26096307,"Heather",1369,1970,722,183063,0,812445325575196673,"2016-12-23","2016-12-23 23:12:34",0,0,0,1,"you could see rogue one twice and still have time left over"
